year_built,permalink,property_id,listing,primary_photo,sold_date,lot_sqft,sqft,baths,garages,beds,postal_code,state,city,recreation_facilities,single_story,garage_1_or_more,hardwood_floors,dining_room,community_security_features,garage_2_or_more,two_or_more_stories,forced_air,shopping,central_air,basement,community_outdoor_space,dishwasher,fireplace,washer_dryer
1969,2511-Winchester-S_Lincoln_NE_68512_M80537-08531,8053708531,2960689385,https://ap.rdcpix.com/b3bb81359c1ac20238852b045ae12242l-m931148232s-w1024_h768.jpg,2024-01-12,8985,2740,3,2,4,68512,Nebraska,Lincoln,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0
1986,5101-Tiffanywoods-Ln_Richmond_VA_23223_M66651-49008,6665149008,2961810854,https://ap.rdcpix.com/d21740ce16808e268fe4e460383d42b7l-m3246914207s-w1024_h768.jpg,2024-01-12,11282,1788,2,0,4,23223,Virginia,Highland Springs,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0
1978,9050-Clendenen-Way_Sacramento_CA_95826_M22443-83594,2244383594,2962180842,https://ap.rdcpix.com/7a803a05b1ea77f1c87d5652a9904a8el-m2665195313s-w1024_h768.jpg,2024-01-11,6399,1378,2,2,4,95826,California,Sacramento,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0
1979,187-Stoneway-Dr-NW_Salem_OR_97304_M14485-89872,1448589872,2961301617,https://ap.rdcpix.com/3a9c81b652749f103cd800ca4049aec4l-m2853397631s-w1024_h768.jpg,2024-01-11,7841,2160,4,11,4,97304,Oregon,Salem,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1929,2301-Strathmore-Rd_Lansing_MI_48910_M42520-12962,4252012962,2962206700,https://ap.rdcpix.com/c84a076b27631191832e66fada3e1043l-m4107575161s-w1024_h768.jpg,2023-12-29,4966,882,1,0,2,48910,Michigan,Lansing,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1
1915,116-Hawthorne-Rd_Raleigh_NC_27605_M56596-64478,5659664478,2961494019,https://ap.rdcpix.com/ee898070aee3ad9327cca10284659f4al-m4073365300s-w1024_h768.jpg,2024-01-16,8712,4179,5,0,6,27605,North Carolina,Raleigh,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0
2015,7325-Yankee-Woods-Dr_Lincoln_NE_68516_M72058-02043,7205802043,2962110298,https://ap.rdcpix.com/5b3c630e343be5a890a67cfc38fffe88l-m948506868s-w1024_h768.jpg,2024-01-15,7085,2683,3,3,4,68516,Nebraska,Lincoln,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0
1900,1281-Dale-St-N_Saint-Paul_MN_55117_M71475-50607,7147550607,2962249150,https://ap.rdcpix.com/bbd36efd201878ad2763840b91105513l-b2146969180s-w1024_h768.jpg,2024-01-09,8407,1844,2,1,4,55117,Minnesota,Saint Paul,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
2018,8973-Buckshot-Rd_Lincoln_NE_68507_M70155-57021,7015557021,2960346221,https://ap.rdcpix.com/2f736fb4c3a1e3d67be5e6ebd282473fl-m801559272s-w1024_h768.jpg,2024-01-05,3902,1200,2,2,2,68507,Nebraska,Lincoln,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1
1967,3808-Huntleigh-Dr_Raleigh_NC_27604_M53701-20180,5370120180,2961460643,https://ap.rdcpix.com/5a98176d305735f23c37abb968bcd7f8l-b2778455105s-w1024_h768.jpg,2024-01-10,11761,1973,3,1,4,27604,North Carolina,Raleigh,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0
1992,1697-Green-Friar-Dr_Columbus_OH_43228_M36137-32966,3613732966,2960319314,https://ap.rdcpix.com/5372f1892fadc0911fe578a2b2e0c851l-m85482310s-w1024_h768.jpg,2023-11-13,4792,1475,2,2,3,43228,Ohio,Columbus,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0
1961,6-Hastings-Rd_Hamilton_NJ_08620_M64077-02122,6407702122,2961330663,https://ap.rdcpix.com/de6e4adb421cc6f6bd1b70d205f15995l-m3643879171s-w1024_h768.jpg,2023-12-13,5998,1064,2,1,2,8620,New Jersey,Hamilton,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
1997,8737-Celia-Rd_Tallahassee_FL_32305_M65923-50617,6592350617,2962530410,https://ap.rdcpix.com/3ffb8afc34117d21ad69e70dfd1ad007l-m1208303182s-w1024_h768.jpg,2024-01-12,41382,1222,2,2,3,32305,Florida,Tallahassee,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0
1914,643-New-Willow-St_Trenton_NJ_08618_M53236-00147,5323600147,2959611114,https://ap.rdcpix.com/cee6daa86763b4b7d3eaf842db660237l-m1232046489s-w1024_h768.jpg,2023-12-22,1412,1101,1,0,3,8618,New Jersey,Trenton,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
2008,4729-Sawyers-Dr_Des-Moines_IA_50310_M81774-46777,8177446777,2961349284,https://ap.rdcpix.com/5ed56bf9482376a78710c89b43bf3b5al-m1149622514s-w1024_h768.jpg,2024-01-08,9845,1761,3,2,3,50310,Iowa,Des Moines,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1
2015,7325-Yankee-Woods-Dr_Lincoln_NE_68516_M72058-02043,7205802043,2962110298,https://ap.rdcpix.com/5b3c630e343be5a890a67cfc38fffe88l-m948506868s-w1024_h768.jpg,2024-01-15,7085,2683,3,3,4,68516,Nebraska,Lincoln,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0
1996,6804-Edwell-Ct_Raleigh_NC_27617_M56798-61396,5679861396,2960963895,https://ap.rdcpix.com/0114777e5ca3116ac6b971356e547780l-m1684976819s-w1024_h768.jpg,2024-01-12,14375,1952,3,2,4,27617,North Carolina,Raleigh,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0
2004,861-Somerset-Dr_Montgomery_AL_36117_M87827-79002,8782779002,2962186447,https://ap.rdcpix.com/5a8d93258c6ec619823ff5ac29916241l-m2287927989s-w1024_h768.jpg,2024-01-04,9583,2488,2,2,3,36117,Alabama,Montgomery,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0
1947,1705-3rd-St-E_Saint-Paul_MN_55106_M78803-25875,7880325875,2962078577,https://ap.rdcpix.com/0d487fad15b943e190fbf65bf0fb86d2l-m641197758s-w1024_h768.jpg,2024-01-08,4400,720,2,1,2,55106,Minnesota,Saint Paul,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1
1945,10-Gretter-Rd_West-Roxbury_MA_02132_M33182-83130,3318283130,2960824074,https://ap.rdcpix.com/7ec43b0c6aafee5d25272605f7eecca4l-w694329422s-w1024_h768.jpg,2024-01-12,10454,999,1,1,2,2132,Massachusetts,Boston,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
1992,3401-Rogers-Dr_Edmond_OK_73013_M82379-77490,8237977490,2962519598,https://ap.rdcpix.com/4c852d0016dbd07fa132e6c2ffd00b5bl-m496770003s-w1024_h768.jpg,2024-01-12,40511,2985,4,2,4,73013,Oklahoma,Edmond,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0
1967,3344-S-Clinton-Ct_Denver_CO_80231_M17325-25693,1732525693,2956992087,https://ap.rdcpix.com/02eca1bc99debd17312690f29a549a69l-m2255729954s-w1024_h768.jpg,2023-12-28,9740,3384,3,2,4,80231,Colorado,Denver,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0
2005,2557-Twain-Dr_Tallahassee_FL_32311_M63693-49598,6369349598,2960938245,https://ap.rdcpix.com/054ec73823cbd24e48aece6fe26de1c1l-m990469715s-w1024_h768.jpg,2024-01-11,8276,2045,3,2,3,32311,Florida,Tallahassee,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0
1965,2208-Harriett-Dr_Carson-City_NV_89703_M15680-21533,1568021533,2960013028,https://ap.rdcpix.com/5b72fed11b19e35a2c0d23cb0b0624aal-m308750458s-w1024_h768.jpg,2023-12-19,7841,1669,3,2,4,89703,Nevada,Carson City,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1
1981,7004-Farmdale-Rd_Raleigh_NC_27610_M57695-51073,5769551073,2960922655,https://ap.rdcpix.com/fab5b2dc5901e1c5b940b42a5f0141cdl-m1021026975s-w1024_h768.jpg,2024-01-16,125453,1502,2,2,3,27610,North Carolina,Raleigh,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0
2005,6206-Cape-Charles-Dr_Raleigh_NC_27617_M61359-98795,6135998795,2961525092,https://ap.rdcpix.com/14d959defea0af367db152c75fca22a2l-m3787343099s-w1024_h768.jpg,2024-01-10,3485,1832,3,2,3,27617,North Carolina,Raleigh,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0
1919,3227-Patterson-Ave_Richmond_VA_23221_M94254-98739,9425498739,2962573755,https://ap.rdcpix.com/0de0f28a5f42d8b1f2218777d51af859l-m2114504462s-w1024_h768.jpg,2024-01-11,2322,2313,2,0,3,23221,Virginia,Richmond,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1
1978,4705-Yorkshire-Dr-SE_Olympia_WA_98513_M16522-73104,1652273104,2960787953,https://ap.rdcpix.com/0850e19e0793120e2bd666c56acf23f0l-m2257326413s-w1024_h768.jpg,2024-01-02,88867,2002,3,4,4,98513,Washington,Olympia,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1
1975,1306-Green-Ct-S_Carson-City_NV_89701_M25212-98343,2521298343,2961526399,https://ap.rdcpix.com/0970498f854b0c0394a2ae88893ce575l-m197171863s-w1024_h768.jpg,2023-12-15,1307,1240,2,0,2,89701,Nevada,Carson City,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2007,21-Wildberry-Dr_Dover_DE_19904_M97747-16745,9774716745,2958404111,https://ap.rdcpix.com/27a4fd59238f3cffd7e51dfbee26db5el-m1347810000s-w1024_h768.jpg,2023-12-06,21970,4182,4,4,3,19904,Delaware,Dover,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0
1993,4154-E-Wildwood-Dr_Phoenix_AZ_85048_M29892-98877,2989298877,2961495239,https://ap.rdcpix.com/de7d57cae0d934e0773f9c08d558af9fl-m631263019s-w1024_h768.jpg,2023-12-26,5528,1350,2,2,3,85048,Arizona,Phoenix,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0
1986,9818-Windward-Dr-NW_Olympia_WA_98502_M22609-11850,2260911850,2961043376,https://ap.rdcpix.com/e5134c53be57d5b61b6f7cc4ed9be9b3l-m3827733899s-w1024_h768.jpg,2024-01-11,10659,1440,2,2,2,98502,Washington,Olympia,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0
1920,90-Stanwood-St_Providence_RI_02907_M96586-21486,9658621486,2961764359,https://ap.rdcpix.com/ebe16c9fd558190d4972ca0e8bf42822l-m2748201664s-w1024_h768.jpg,2024-01-03,4857,2062,2,2,6,2907,Rhode Island,Providence,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1981,5420-Turkey-Creek-Dr_Raleigh_NC_27613_M54138-62173,5413862173,2962206559,https://ap.rdcpix.com/fc0920cd44f508484c31e02e7471a5c8l-m4073798762s-w1024_h768.jpg,2024-01-12,42689,2878,3,3,3,27613,North Carolina,Raleigh,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0
2002,2565-Laurel-Cir-NW_Atlanta_GA_30311_M59177-72828,5917772828,2961024036,https://ap.rdcpix.com/91e49e97e3303014cb1f1cc9dc20e94cl-m3984081952s-w1024_h768.jpg,2024-01-11,2178,1507,3,1,3,30311,Georgia,Atlanta,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0
1960,1644-Guthrie-Ave_Des-Moines_IA_50316_M81702-21036,8170221036,2961402903,https://ap.rdcpix.com/70577727aa2739df8fa2406ed3114ec9l-m4033431580s-w1024_h768.jpg,2024-01-05,11021,1911,3,2,3,50316,Iowa,Des Moines,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
1951,216-Pembroke-St_Hartford_CT_06112_M30479-81848,3047981848,2961957449,https://ap.rdcpix.com/ff2442de139dc4b3e44abd99e42ba160l-m2042682263s-w1024_h768.jpg,2024-01-02,8712,1810,2,0,3,6112,Connecticut,Hartford,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1999,1518-Country-Ln_Tallahassee_FL_32304_M64033-04649,6403304649,2959604699,https://ap.rdcpix.com/a1babb6b7d78b5253dbd78dbe8058b20l-m2012133799s-w1024_h768.jpg,2024-01-11,12632,1137,2,0,3,32304,Florida,Tallahassee,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1953,345-Dewey-Dr_Annapolis_MD_21401_M60220-99309,6022099309,2962529490,https://ap.rdcpix.com/090034efcd9259253cfdcc32421e6a1fl-m3511118048s-w1024_h768.jpg,2024-01-09,15483,1848,2,0,4,21401,Maryland,Annapolis,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1
1974,1380-Cantelou-Rd_Montgomery_AL_36108_M90991-19141,9099119141,2959272543,https://ap.rdcpix.com/43f3585656821593959c92c35f9706efl-b3477118368s-w1024_h768.jpg,2024-01-12,740520,3339,3,0,3,36108,Alabama,Montgomery,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0
1965,408-Hillsmere-Dr_Annapolis_MD_21403_M68238-66615,6823866615,2962360999,https://ap.rdcpix.com/03ded80bbda8b3543205585ff64a9145l-m3773898026s-w1024_h768.jpg,2023-12-29,11165,1100,2,1,4,21403,Maryland,Annapolis,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0
1952,2808-Arlington-Rd_Lansing_MI_48906_M41917-28039,4191728039,2961918478,https://ap.rdcpix.com/6542e02d6a56e7a7437b8f95e86b71d1l-m545734951s-w1024_h768.jpg,2024-01-02,12632,2250,2,0,3,48906,Michigan,Lansing,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1
2016,7237-NW-145th-St_Oklahoma-City_OK_73142_M73849-35331,7384935331,2960921010,https://ap.rdcpix.com/6057beefcc2a683cb28a61bd6693711dl-b1909168982s-w1024_h768.jpg,2024-01-12,6094,1729,2,2,3,73142,Oklahoma,Edmond,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0
2002,16700-Parkhurst-Rd_Edmond_OK_73012_M86318-76055,8631876055,2959818201,https://ap.rdcpix.com/ff4f5e67224d0a5656e80656bf8da6c9l-m776206836s-w1024_h768.jpg,2024-01-12,10350,2427,2,3,3,73012,Oklahoma,Edmond,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0
2016,1616-Cushing-St-SW_Olympia_WA_98502_M22114-65415,2211465415,2962551129,https://ap.rdcpix.com/67b94a42a7addcd176df256545685070l-m2182359613s-w1024_h768.jpg,2024-01-05,6004,1564,2,2,3,98502,Washington,Olympia,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1
1967,11814-N-31st-Dr_Phoenix_AZ_85029_M15208-82532,1520882532,2960957744,https://ap.rdcpix.com/c98513d794b7d38d44fb44b42cd4c0afl-m2079921394s-w1024_h768.jpg,2023-12-26,6810,1576,2,0,3,85029,Arizona,Phoenix,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1920,73-3rd-St_Providence_RI_02906_M99936-79106,9993679106,2960059653,https://ap.rdcpix.com/a12455c7a941dddbe98cc62bff64ab81l-m2478156819s-w1024_h768.jpg,2024-01-03,5000,1574,2,1,3,2906,Rhode Island,Providence,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
1986,7192-Bay-View-Dr_Indianapolis_IN_46214_M34219-31060,3421931060,2960878772,https://ap.rdcpix.com/f4fce48ffacf45f73e677fb5b05896b1l-m833765981s-w1024_h768.jpg,2023-12-22,2614,936,2,1,2,46214,Indiana,Indianapolis,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0
1900,2115-Cedar-St_Richmond_VA_23223_M59241-66673,5924166673,2960849935,https://ap.rdcpix.com/49420d3a921342635def11d2a172b5eel-m3430037638s-w1024_h768.jpg,2024-01-11,4090,2535,3,2,3,23223,Virginia,Richmond,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0
1973,1216-Palo-Verde-Dr_Carson-City_NV_89701_M18512-29398,1851229398,2958675470,https://ap.rdcpix.com/8be5aab602faec629e49bb9b8b84d76al-m16591301s-w1024_h768.jpg,2024-01-09,7405,1956,2,2,3,89701,Nevada,Carson City,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1
1910,225-Grand-St_Trenton_NJ_08611_M51571-72037,5157172037,2960577546,https://ap.rdcpix.com/9f88ec979bdc45b01a1571580fa07297l-m1883855783s-w1024_h768.jpg,2023-12-18,1612,1358,2,0,4,8611,New Jersey,Trenton,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2019,4429-Lower-Beaver-Rd_Des-Moines_IA_50310_M74567-44662,7456744662,2956385850,https://ap.rdcpix.com/7ba41eabc5f2de30b551b7ef5bdbe114l-b3353783933s-w1024_h768.jpg,2024-01-16,5532,1323,3,2,4,50310,Iowa,Des Moines,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1
1965,680-N-67th-St_Harrisburg_PA_17111_M31064-57552,3106457552,2962380724,https://ap.rdcpix.com/089316c199029bcfb7c2e325dfc4b485l-m2108905875s-w1024_h768.jpg,2024-01-10,8276,1486,2,0,3,17111,Pennsylvania,Harrisburg,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2011,3486-Ulster-St_Denver_CO_80238_M18234-33926,1823433926,2960054370,https://ap.rdcpix.com/1fb53cdfa5566f4a8918aeb097a52e68l-b2083427677s-w1024_h768.jpg,2023-11-02,4275,3529,4,2,4,80238,Colorado,Denver,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1
1955,2108-E-San-Juan-Ave_Phoenix_AZ_85016_M24297-82422,2429782422,2961480040,https://ap.rdcpix.com/4e8de1c4316bda87d21f04afa59d5ff9l-m473816605s-w1024_h768.jpg,2023-12-26,11326,2700,3,2,4,85016,Arizona,Phoenix,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0
2001,8087-Ansley-Trce_Montgomery_AL_36117_M84265-16593,8426516593,2960634023,https://ap.rdcpix.com/f889213d9dfd57b59f59fa63154356b7l-m3228417647s-w1024_h768.jpg,2024-01-05,6534,1742,2,2,3,36117,Alabama,Montgomery,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0
2005,2557-Twain-Dr_Tallahassee_FL_32311_M63693-49598,6369349598,2960938245,https://ap.rdcpix.com/054ec73823cbd24e48aece6fe26de1c1l-m990469715s-w1024_h768.jpg,2024-01-11,8276,2045,3,2,3,32311,Florida,Tallahassee,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0
2023,6620-NW-148th-St_Oklahoma-City_OK_73142_M98835-52096,9883552096,2957278412,https://ap.rdcpix.com/2b371a16118a2394a953999fa8fc1919l-m1630485848s-w1024_h768.jpg,2024-01-12,10019,2147,3,3,3,73142,Oklahoma,Oklahoma City,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0
1854,21-Vaughan-St_Providence_RI_02904_M44884-97956,4488497956,2960666231,https://ap.rdcpix.com/1b2d3bfb3813b574dfc8ff22070284e0l-m849216681s-w1024_h768.jpg,2024-01-09,3400,1666,2,2,3,2904,Rhode Island,Providence,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1
2004,56-E-Darby-Cir_Dover_DE_19904_M67731-04713,6773104713,2959278191,https://ap.rdcpix.com/2274706b918285e694c1d453a71d65bfl-m3831524481s-w1024_h768.jpg,2023-12-13,14504,3085,3,0,5,19904,Delaware,Dover,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0
1929,30-Freeman-Pkwy_Providence_RI_02906_M35431-35527,3543135527,2960022368,https://ap.rdcpix.com/750dfc2603fe4300f7de3b7cca7347c8l-m444075634s-w1024_h768.jpg,2024-01-05,21366,6551,5,2,6,2906,Rhode Island,Providence,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
2003,10929-Emery-Dr_Indianapolis_IN_46231_M49475-03211,4947503211,2961742770,https://ap.rdcpix.com/15aefb985ac5aebffcaf4184b4aa72fel-m2262195907s-w1024_h768.jpg,2023-12-15,13068,2595,3,2,3,46231,Indiana,Indianapolis,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0
1967,3808-Huntleigh-Dr_Raleigh_NC_27604_M53701-20180,5370120180,2961460643,https://ap.rdcpix.com/5a98176d305735f23c37abb968bcd7f8l-b2778455105s-w1024_h768.jpg,2024-01-10,11761,1973,3,1,4,27604,North Carolina,Raleigh,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0
1985,3201-Yarwood-Way_Sacramento_CA_95833_M14282-51229,1428251229,2961679978,https://ap.rdcpix.com/80b3382c404ba45db41d54a5153ef380l-m2645241367s-w1024_h768.jpg,2024-01-12,6098,1433,2,2,3,95833,California,Sacramento,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0
1930,3441-Burke-Ave_Madison_WI_53714_M76890-00356,7689000356,2959728196,https://ap.rdcpix.com/92c766318646ffd47313c3179ce4d302l-b3794562308s-w1024_h768.jpg,2024-01-02,6534,584,1,1,1,53714,Wisconsin,Madison,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2004,112-Cedar-Rdg_Frankfort_KY_40601_M39179-40202,3917940202,2961485868,https://ap.rdcpix.com/93923ded5061cd56bcdf8f669a83e2e4l-m4001102492s-w1024_h768.jpg,2023-12-19,11238,2132,3,2,3,40601,Kentucky,Frankfort,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0
1951,216-Pembroke-St_Hartford_CT_06112_M30479-81848,3047981848,2961957449,https://ap.rdcpix.com/ff2442de139dc4b3e44abd99e42ba160l-m2042682263s-w1024_h768.jpg,2024-01-02,8712,1810,2,0,3,6112,Connecticut,Hartford,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1971,1405-Siskiyou-Dr_Carson-City_NV_89701_M10125-98554,1012598554,2961757276,https://ap.rdcpix.com/3415a3198957e6422028b19751466e5al-b545745902s-w1024_h768.jpg,2023-12-22,6534,1056,2,2,3,89701,Nevada,Carson City,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1974,9532-Bedington-Way_Sacramento_CA_95827_M26278-87407,2627887407,2962350711,https://ap.rdcpix.com/88f6e478b39eda252207cc6684d9c9d0l-m3831539499s-w1024_h768.jpg,2024-01-16,7266,1845,3,2,4,95827,California,Sacramento,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0
1962,3508-Patton-Dr_Indianapolis_IN_46224_M47897-37064,4789737064,2958931706,https://ap.rdcpix.com/0a61f0f3a5604bd4f079370547d40832l-m367253863s-w1024_h768.jpg,2023-10-13,6534,1044,1,1,3,46224,Indiana,Indianapolis,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1974,6201-Oakridge-Dr_Lincoln_NE_68516_M75254-47869,7525447869,2960721500,https://ap.rdcpix.com/d12da7d53b2f491f1e525ead02ee41e1l-m1373420198s-w1024_h768.jpg,2024-01-11,10454,1956,2,2,3,68516,Nebraska,Lincoln,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0
1967,2792-Waters-View-Dr_Nashville_TN_37217_M81643-75970,8164375970,2959874555,https://ap.rdcpix.com/caf67299e45fbbf1dc5c1276b8f09159l-m23910027s-w1024_h768.jpg,2023-12-11,12480,2034,2,0,4,37217,Tennessee,Nashville,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0
1980,4177-Bramble-Ct-NE_Salem_OR_97305_M15170-88712,1517088712,2962143471,https://ap.rdcpix.com/3267f88e8697f760c62f023d541eed75l-m1274382722s-w1024_h768.jpg,2024-01-09,6534,1289,2,1,3,97305,Oregon,Salem,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0
1917,224-E-Payton-Ave_Des-Moines_IA_50315_M82486-39951,8248639951,2960624088,https://ap.rdcpix.com/4802a237ee0bfc2ab6d39d15a4aa9afal-b2263087006s-w1024_h768.jpg,2024-01-12,7144,840,1,0,2,50315,Iowa,Des Moines,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
1927,1524-40th-St_Sacramento_CA_95819_M23097-41759,2309741759,2960914227,https://ap.rdcpix.com/6bf63584b79dad9463d25e42edd2bc9cl-m2350524491s-w1024_h768.jpg,2024-01-16,4848,1727,2,2,3,95819,California,Sacramento,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0
1968,1106-Hathaway-Dr_Madison_WI_53711_M78973-33421,7897333421,2962034114,https://ap.rdcpix.com/8802cec9ee46fdf96eb16932601a51c6l-b420537294s-w1024_h768.jpg,2024-01-12,13068,2682,3,2,3,53711,Wisconsin,Madison,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1
1900,51-Lorraine-St_Hartford_CT_06105_M49051-12422,4905112422,2960115512,https://ap.rdcpix.com/3d1628e56a90be526a724e9e27b8508cl-m3767170350s-w1024_h768.jpg,2023-12-15,9148,4400,4,0,5,6105,Connecticut,Hartford,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0
1930,125-Indiana-Ave_Providence_RI_02905_M39513-69406,3951369406,2961341012,https://ap.rdcpix.com/6b6cc1892a923857280c1c4ebce9d988l-m2345014453s-w1024_h768.jpg,2024-01-02,3202,1542,2,1,4,2905,Rhode Island,Providence,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0
1940,4309-S-Ashlawn-Dr_Richmond_VA_23221_M57552-72500,5755272500,2962225304,https://ap.rdcpix.com/3f71ba7eb4fc5d81566f93a3d926c29fl-m3627483754s-w1024_h768.jpg,2024-01-12,7349,1775,2,0,3,23221,Virginia,Richmond,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0
1949,3100-Fleming-Ave_Des-Moines_IA_50310_M72188-24672,7218824672,2962393256,https://ap.rdcpix.com/e22e36762a5c49566795371c2eb4a98dl-m1097430318s-w1024_h768.jpg,2024-01-09,6229,672,1,1,2,50310,Iowa,Des Moines,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
1980,1014-LA-Von-Dr_Richmond_VA_23227_M69950-00718,6995000718,2962584892,https://ap.rdcpix.com/94e15d7e165b3568b212342a1e8387abl-m1560816326s-w1024_h768.jpg,2024-01-16,8590,1056,2,0,3,23227,Virginia,Henrico,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1
1924,1300-Alsdorf-St_Lansing_MI_48910_M36020-57658,3602057658,2961327185,https://ap.rdcpix.com/64b8fa106a471a6c74880869c4345ad8l-b4014018996s-w1024_h768.jpg,2024-01-05,5053,660,1,0,1,48910,Michigan,Lansing,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2008,3909-Brookshire-Way_Montgomery_AL_36116_M87613-81350,8761381350,2960408049,https://ap.rdcpix.com/cbed7ea1226ca46234e0171f1dd9a883l-m712858568s-w1024_h768.jpg,2023-12-29,5227,1249,2,0,2,36116,Alabama,Montgomery,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0
1902,1009-Summit-Ave_Saint-Paul_MN_55105_M73754-48812,7375448812,2959467777,https://ap.rdcpix.com/12f3375a2ec0d1a3fdaf9ef6a99da23dl-m1932552763s-w1024_h768.jpg,2024-01-11,22216,6524,5,4,6,55105,Minnesota,Saint Paul,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2019,812-Grove-Creek-Ln_Raleigh_NC_27610_M91096-89963,9109689963,2960767352,https://ap.rdcpix.com/e467b3f3cc7715a4e5a218e20c9c748fl-m640016515s-w1024_h768.jpg,2024-01-11,5227,1246,2,0,3,27610,North Carolina,Raleigh,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
